,id,subtitle,sq_mt_built,n_rooms,n_bathrooms,n_floors,raw_address,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking
20895,847,"Palos de Moguer, Madrid",69.0,1,1.0,0.0,Calle del General Lacy,275000,3986,0,0,0.0,1,0,0,0,0,0
20896,846,"Acacias, Madrid",136.0,3,2.0,0.0,Calle de Arganda,449000,3301,0,0,0.0,1,0,0,0,1,0
20897,845,"Imperial, Madrid",115.0,3,2.0,0.0,Calle de Segovia,634000,5513,0,0,0.0,1,0,0,0,0,1
20898,844,"Legazpi, Madrid",111.0,2,2.0,0.0,Calle de Embajadores,550000,4955,0,0,2008.0,1,0,1,1,0,1
20899,843,"Delicias, Madrid",101.0,2,2.0,0.0,"Delicias, 85",439000,4347,0,0,0.0,1,0,0,1,1,0
20900,842,"Palos de Moguer, Madrid",200.0,6,2.0,0.0,Paseo de Santa María de la Cabeza,685000,3425,0,0,1950.0,1,0,0,1,0,0
20901,841,"Chopera, Madrid",97.0,2,2.0,0.0,"Plaza de la Beata María Ana de Jesús, Madrid",375000,3866,0,0,1933.0,1,0,0,0,0,0
20902,840,"Legazpi, Madrid",121.0,3,2.0,0.0,Calle Puerto de la Cruz Verde,470000,3884,0,0,1994.0,1,0,1,0,0,1
20903,839,"Delicias, Madrid",57.0,2,1.0,0.0,Paseo de las Delicias,235000,4123,0,0,1932.0,0,0,0,0,0,0
20904,838,"Palos de Moguer, Madrid",56.0,2,1.0,0.0,Calle de Embajadores,315000,5625,0,0,1970.0,0,0,0,0,0,0
20905,837,"Acacias, Madrid",117.0,3,2.0,0.0,"Paseo de los Olmos, Madrid",540000,4615,0,0,1974.0,1,0,1,0,0,0
20906,836,"Chopera, Madrid",75.0,2,1.0,0.0,Calle de Torres Miranda,243000,3240,0,0,0.0,1,0,0,1,0,0
20907,835,"Acacias, Madrid",78.0,3,1.0,0.0,Calle de Toledo,320000,4103,0,0,1973.0,1,0,0,1,0,0
20915,827,"Imperial, Madrid",44.0,2,1.0,0.0,Glorieta de las Pirámides,343000,7795,0,0,1900.0,1,0,0,0,0,0
20916,826,"Palos de Moguer, Madrid",140.0,4,2.0,0.0,Plaza Luca de Tena,420000,3000,0,0,0.0,0,0,0,1,0,0
20917,825,"Acacias, Madrid",95.0,2,1.0,0.0,Calle San Anastasio,308000,3242,0,0,0.0,1,0,0,1,0,0
20918,824,"Delicias, Madrid",95.0,2,2.0,0.0,Calle Estrella Denébola,439000,4621,0,0,2005.0,1,0,1,1,0,1
20919,823,"Chopera, Madrid",76.0,2,2.0,0.0,"Calle de Jaime el Conquistador, 34",379000,4987,0,0,0.0,1,0,0,1,0,0
20921,821,"Delicias, Madrid",73.0,2,2.0,0.0,"Calle del Divino Vallés, 4",270000,3699,0,0,0.0,1,0,0,0,0,0
20922,820,"Acacias, Madrid",150.0,4,2.0,0.0,"Calle de Melilla, 12",570000,3800,0,0,0.0,1,0,0,1,0,1
20923,819,"Delicias, Madrid",47.0,1,1.0,0.0,Calle de Tomás Bretón,175000,3723,0,0,1955.0,0,0,0,0,0,0
20924,818,"Delicias, Madrid",54.0,2,1.0,0.0,Calle Ciudad Real,176000,3259,0,0,1935.0,0,0,0,0,0,0
20925,817,"Acacias, Madrid",102.0,4,2.0,0.0,Calle de Embajadores,359000,3520,1,0,1955.0,1,0,0,0,1,0
20927,815,"Imperial, Madrid",131.0,4,0.0,0.0,Paseo Imperial,280000,2137,1,0,1928.0,0,0,0,0,0,0
20928,814,"Delicias, Madrid",110.0,3,2.0,0.0,Calle Párroco Eusebio Cuenca,415000,3773,0,0,0.0,1,0,0,0,0,1
20929,813,"Acacias, Madrid",61.0,1,1.0,0.0,MARTIN DE VARGAS,220000,3607,0,0,1974.0,0,0,0,1,0,0
20930,812,"Palos de Moguer, Madrid",52.0,2,1.0,0.0,Paseo de las Delicias,225000,4327,0,0,0.0,0,0,0,0,0,0
20931,811,"Imperial, Madrid",79.0,1,1.0,0.0,Calle DE LINNEO,340000,4304,0,0,0.0,1,0,0,1,0,0
20932,810,"Legazpi, Madrid",140.0,3,2.0,0.0,"Calle Puerto de la Cruz Verde, 44",395000,2821,0,0,1992.0,1,0,1,1,0,0
20933,809,"Chopera, Madrid",97.0,2,2.0,0.0,Plaza de la Beata María Ana de Jesús,374000,3856,0,0,1933.0,1,0,0,0,0,0
20934,808,"Chopera, Madrid",53.0,2,1.0,0.0,Paseo de las Delicias,189000,3566,0,0,1930.0,1,0,0,0,0,0
20935,807,"Palos de Moguer, Madrid",129.0,4,1.0,0.0,Calle de Sebastián Elcano,385000,2984,0,0,1946.0,1,0,0,0,0,0
20936,806,"Legazpi, Madrid",84.0,5,1.0,0.0,Calle Manuel Aleixandre,245000,2917,1,0,0.0,0,0,0,0,1,0
20937,805,"Delicias, Madrid",113.0,3,2.0,0.0,Calle de Bolívar,439000,3885,1,0,2001.0,1,0,1,0,0,0
20938,804,"Imperial, Madrid",112.0,3,2.0,0.0,JUAN DUQUE,425000,3795,0,0,1960.0,1,0,0,0,0,0
20939,803,"Acacias, Madrid",101.0,3,2.0,0.0,"Paseo de los Olmos, 10",440000,4356,1,0,1974.0,1,0,1,1,0,0
20940,802,"Legazpi, Madrid",94.0,2,2.0,0.0,"Calle Eros, 18",448000,4766,0,0,0.0,1,0,1,1,0,0
20941,801,"Acacias, Madrid",151.0,3,2.0,0.0,Calle Nogales,777000,5146,0,0,0.0,1,0,1,0,0,0
20942,800,"Imperial, Madrid",51.0,2,1.0,0.0,Calle de Juan Duque,249000,4882,0,0,0.0,1,0,0,0,0,0
20943,799,"Palos de Moguer, Madrid",62.0,3,1.0,0.0,Calle del General Lacy,208000,3355,0,0,1920.0,1,0,0,0,0,0
20944,798,"Acacias, Madrid",21.0,0,1.0,0.0,Calle Arquitectura,149000,7095,0,0,1930.0,0,0,0,1,0,0
20945,797,"Imperial, Madrid",91.0,3,1.0,0.0,Calle de Linneo,330000,3626,1,0,0.0,1,0,0,0,0,0
20946,796,"Chopera, Madrid",53.0,2,1.0,0.0,Calle de Enrique Trompeta,167000,3151,0,0,0.0,0,0,0,0,0,0
20947,795,"Delicias, Madrid",111.0,2,2.0,0.0,Calle Párroco Eusebio Cuenca,367000,3306,0,0,0.0,1,0,0,0,0,1
20948,794,"Imperial, Madrid",114.0,4,2.0,0.0,Calle de Juan Duque,420000,3684,0,0,1960.0,1,0,0,1,0,0
20949,793,"Acacias, Madrid",89.0,1,2.0,0.0,Calle de las Peñuelas,310000,3483,0,0,1938.0,1,0,0,0,0,0
20950,792,"Legazpi, Madrid",120.0,4,2.0,0.0,"Calle de Embajadores, 226",670000,5583,0,0,2022.0,1,0,1,0,1,0
20951,791,"Legazpi, Madrid",95.0,2,2.0,0.0,"Calle de Embajadores, 226",559000,5884,0,0,2022.0,1,0,1,1,0,0
20952,790,"Chopera, Madrid",120.0,3,2.0,0.0,Calle de Embajadores,560000,4667,1,0,1996.0,1,0,1,0,0,1
20953,789,"Imperial, Madrid",136.0,3,2.0,0.0,Ronda DE SEGOVIA,759000,5581,0,0,1999.0,1,0,1,0,0,1
20954,788,"Chopera, Madrid",53.0,2,2.0,0.0,Paseo DELICIAS,210000,3962,0,0,1930.0,1,0,0,0,0,0
20955,787,"Chopera, Madrid",53.0,2,2.0,0.0,Paseo DELICIAS,210000,3962,0,0,1930.0,1,0,0,0,0,0
20956,786,"Palos de Moguer, Madrid",39.0,2,1.0,0.0,Calle del General Lacy,145000,3718,1,0,1900.0,0,0,0,0,0,0
20957,785,"Acacias, Madrid",106.0,2,2.0,0.0,Paseo de Santa María de la Cabeza,350000,3302,0,0,0.0,0,0,0,0,0,0
20958,784,"Chopera, Madrid",81.0,2,2.0,0.0,"Calle Torres Miranda, Madrid",315000,3889,0,0,1970.0,0,0,0,0,0,0
20959,783,"Delicias, Madrid",110.0,4,2.0,0.0,Paseo de las Delicias,419000,3809,0,0,0.0,1,0,0,0,0,0
20960,782,"Delicias, Madrid",52.0,2,1.0,0.0,CIUDAD REAL,154000,2962,0,0,0.0,0,0,0,1,0,0
20961,781,"Chopera, Madrid",80.0,3,2.0,0.0,Calle de Aguilón,280000,3500,1,0,1966.0,1,0,0,0,0,0
20962,780,"Delicias, Madrid",71.0,3,1.0,0.0,Calle Juan de Vera,275000,3873,1,0,1970.0,1,0,0,0,1,0
20963,779,"Palos de Moguer, Madrid",26.0,0,1.0,0.0,Calle CANARIAS,74000,2846,0,0,1933.0,0,0,0,0,0,0
20964,778,"Chopera, Madrid",44.0,2,1.0,0.0,Calle Divino Valles,210000,4773,0,0,0.0,0,0,0,0,0,0
20965,777,"Imperial, Madrid",56.0,2,1.0,0.0,Paseo Imperial,279900,4998,0,0,1925.0,1,0,0,0,0,0
20966,776,"Chopera, Madrid",80.0,3,2.0,0.0,Calle de Aguilón,280000,3500,1,0,1966.0,1,0,0,1,0,0
20967,775,"Chopera, Madrid",67.0,3,1.0,0.0,"Calle Aldea del Fresno, 7",212000,3164,0,0,0.0,0,0,0,0,0,0
20969,773,"Delicias, Madrid",117.0,4,2.0,0.0,Calle del Tejo,420000,3590,0,0,1997.0,1,0,0,1,0,1
20970,772,"Chopera, Madrid",89.0,3,1.0,0.0,Calle Cáceres,279000,3135,0,0,0.0,0,0,0,1,0,0
20971,771,"Chopera, Madrid",107.0,3,2.0,0.0,Calle de Tomás Borrás,375000,3505,0,0,1978.0,1,0,0,1,0,0
20972,770,"Delicias, Madrid",157.0,3,2.0,0.0,Calle del General Palanca,452000,2879,1,0,1955.0,1,0,0,0,0,0
20975,767,"Chopera, Madrid",76.0,2,1.0,0.0,"Calle Fernando Poo, 29",260000,3421,1,0,1962.0,0,0,0,0,0,0
20976,766,"Delicias, Madrid",71.0,3,1.0,0.0,Calle Juan de Vera,275000,3873,1,0,0.0,1,0,0,0,0,0
20977,765,"Delicias, Madrid",80.0,2,1.0,0.0,Plaza Beata María Ana de Jesús,355000,4438,0,0,1940.0,1,0,0,0,0,0
20978,764,"Legazpi, Madrid",92.0,2,2.0,0.0,"Calle Eros, 10",430000,4674,0,0,0.0,1,0,1,1,1,1
20979,763,"Chopera, Madrid",53.0,3,1.0,0.0,Calle Alejandro Saint Aubin,195000,3679,1,0,1930.0,1,0,0,0,0,0
20980,762,"Acacias, Madrid",92.0,3,1.0,0.0,Calle de Ercilla,335000,3641,0,0,1982.0,0,0,0,0,0,0
20981,761,"Delicias, Madrid",43.0,1,1.0,0.0,Calle del General Palanca,230000,5349,0,0,1993.0,0,0,0,0,0,0
20982,760,"Delicias, Madrid",90.0,3,2.0,0.0,CACERES,379000,4211,0,0,0.0,1,0,0,0,0,0
20983,759,"Imperial, Madrid",55.0,2,1.0,0.0,"Calle de Santa Casilda, 6",209000,3800,0,0,0.0,1,0,0,0,0,0
20985,757,"Delicias, Madrid",71.0,3,1.0,0.0,Calle Juan de Vera,275000,3873,1,0,1970.0,1,0,0,0,1,0
20986,756,"Acacias, Madrid",113.0,3,2.0,0.0,Calle de Arganda,449000,3973,0,0,1981.0,1,0,0,0,1,0
20987,755,"Acacias, Madrid",75.0,3,1.0,0.0,Calle de Embajadores,325000,4333,0,0,0.0,0,0,0,1,0,0
20988,754,"Legazpi, Madrid",70.0,1,2.0,0.0,Calle del Teniente Coronel Noreña,285000,4071,0,0,0.0,1,0,0,0,0,0
20990,752,"Acacias, Madrid",118.0,3,2.0,0.0,Calle de Arganda,485000,4110,0,0,0.0,1,0,0,1,0,0
20991,751,"Palos de Moguer, Madrid",90.0,3,2.0,0.0,"Calle Alonso del Barco, 16",399000,4433,0,0,0.0,1,0,0,1,0,1
20992,750,"Palos de Moguer, Madrid",86.0,2,2.0,0.0,Calle de Sebastián Elcano,365000,4244,0,0,0.0,1,0,0,0,0,0
20993,749,"Imperial, Madrid",51.0,2,1.0,0.0,"Calle de Juan Duque, 45",249900,4900,0,0,0.0,1,0,0,0,0,0
20994,748,"Legazpi, Madrid",79.0,2,1.0,0.0,Calle Puerto de Béjar,328000,4152,0,0,1997.0,1,0,0,1,0,1
20995,747,"Delicias, Madrid",102.0,3,2.0,0.0,Calle Cáceres,360000,3529,1,0,1960.0,1,0,0,1,0,0
20996,746,"Chopera, Madrid",54.0,1,1.0,0.0,Calle de Embajadores,230000,4259,0,0,1930.0,1,0,0,0,0,0
20997,745,"Delicias, Madrid",31.0,1,1.0,0.0,Paseo de las Delicias,148000,4774,0,0,0.0,0,0,0,0,0,0
20998,744,"Palos de Moguer, Madrid",92.0,4,1.0,0.0,Calle de la Batalla del Salado,380000,4130,1,0,1925.0,1,0,0,0,1,0
20999,743,"Delicias, Madrid",58.0,1,1.0,0.0,Calle de la Batalla del Salado,180000,3103,0,0,1960.0,0,0,0,0,0,0
21000,742,"Acacias, Madrid",125.0,2,1.0,0.0,Paseo de los Olmos,515000,4120,0,0,1974.0,1,0,1,0,0,0
21001,741,"Delicias, Madrid",82.0,3,1.0,0.0,Plaza BEATA MARIA ANA DE JESUS,361500,4409,0,0,1930.0,1,0,0,1,0,0
21002,740,"Chopera, Madrid",102.0,3,2.0,0.0,Calle ALDEA DEL FRESNO,365000,3578,0,0,1990.0,0,0,1,0,0,1
21003,739,"Delicias, Madrid",118.0,3,2.0,0.0,"Paseo de las Delicias, 139",365000,3093,1,0,1986.0,1,0,0,1,0,1
21004,738,"Delicias, Madrid",50.0,1,1.0,0.0,Paseo DE LAS DELICIAS,200000,4000,0,0,1960.0,0,0,0,0,0,0
21005,737,"Legazpi, Madrid",64.0,1,1.0,0.0,Calle Eros,350000,5469,0,0,2005.0,1,0,1,1,0,1
21006,736,"Chopera, Madrid",97.0,2,2.0,0.0,Plaza de la Beata María Ana de Jesús,375000,3866,0,0,1953.0,1,0,0,0,1,0
21007,735,"Palos de Moguer, Madrid",40.0,0,1.0,0.0,Paseo de las Delicias,169000,4225,0,0,1920.0,0,0,0,0,0,0
21008,734,"Legazpi, Madrid",118.0,3,2.0,0.0,"Calle Puerto de la Cruz Verde, 40",510000,4322,0,0,1992.0,1,0,1,0,0,1
21009,733,"Chopera, Madrid",80.0,3,2.0,0.0,Calle de Aguilón,280000,3500,0,0,0.0,1,0,0,0,0,0
21010,732,"Imperial, Madrid",56.0,1,1.0,0.0,Paseo Imperial,279900,4998,0,0,0.0,1,0,0,0,0,0
21011,731,"Chopera, Madrid",67.0,2,1.0,0.0,Calle Alonso Carbonell,230000,3433,1,0,1960.0,1,0,0,0,0,0
21012,730,"Delicias, Madrid",130.0,4,2.0,0.0,Calle del Ferrocarril,450000,3462,1,0,1958.0,1,0,0,1,0,0
21013,729,"Acacias, Madrid",59.0,4,1.0,0.0,Calle de Martín de Vargas,254900,4320,0,0,0.0,0,0,0,0,0,0
21014,728,"Palos de Moguer, Madrid",79.0,3,1.0,0.0,Calle José Antonio de Armona,389000,4924,1,0,0.0,1,0,0,0,0,0
21016,726,"Chopera, Madrid",75.0,2,2.0,0.0,"Calle Fernando Poo, 12",255000,3400,0,0,1968.0,1,0,0,0,0,0
21017,725,"Imperial, Madrid",56.0,2,1.0,0.0,Paseo Imperial,279900,4998,0,0,1925.0,1,0,0,0,0,0
21018,724,"Chopera, Madrid",53.0,3,1.0,0.0,Calle José Miguel Gordoa,210000,3962,1,0,1930.0,1,0,0,0,0,0
21019,723,"Chopera, Madrid",53.0,3,1.0,0.0,Calle Alejandro Saint Aubin,195000,3679,1,0,1930.0,1,0,0,0,0,0
21020,722,"Palos de Moguer, Madrid",93.0,3,2.0,0.0,"Calle de Murcia, 20",380000,4086,0,0,0.0,0,0,0,1,0,0
21021,721,"Legazpi, Madrid",115.0,3,2.0,0.0,Calle del Plomo,510000,4435,0,0,2002.0,1,0,1,0,0,1
21022,720,"Delicias, Madrid",50.0,2,1.0,0.0,Paseo de las Delicias,174900,3498,0,0,0.0,0,0,0,0,0,0
21023,719,"Legazpi, Madrid",334.0,3,2.0,0.0,Calle de Carabaña,825000,2470,0,0,2015.0,1,0,0,1,0,1
21024,718,"Legazpi, Madrid",62.0,1,1.0,0.0,Calle de Sodio,295000,4758,0,0,0.0,1,0,1,0,0,1
21025,717,"Acacias, Madrid",100.0,4,2.0,0.0,Calle Arquitectura,399000,3990,0,0,0.0,0,0,0,0,0,0
21026,716,"Acacias, Madrid",46.0,1,1.0,0.0,"Calle de Embajadores, 84",245000,5326,0,0,1915.0,0,0,0,0,1,0
21027,715,"Acacias, Madrid",82.0,3,2.0,0.0,Calle Soria,435000,5305,0,0,1950.0,0,0,0,0,0,0
21028,714,"Chopera, Madrid",78.0,2,1.0,0.0,"Calle de Cáceres, 48",350000,4487,0,0,0.0,1,0,0,1,0,1
21029,713,"Chopera, Madrid",40.0,2,1.0,0.0,Calle del Divino Vallés,215000,5375,0,0,0.0,0,0,0,0,0,0
21030,712,"Palos de Moguer, Madrid",25.0,0,1.0,0.0,Pasaje ANCORA,100000,4000,0,0,1920.0,0,0,0,0,0,0
21031,711,"Palos de Moguer, Madrid",122.0,3,2.0,0.0,Calle RAFAEL DE RIEGO,489000,4008,0,0,1971.0,0,0,0,1,0,1
21032,710,"Chopera, Madrid",43.0,2,1.0,0.0,Plaza de la Beata María Ana de Jesús,175000,4070,0,0,0.0,0,0,0,0,0,0
21033,709,"Delicias, Madrid",31.0,1,1.0,0.0,Paseo de las Delicias,148000,4774,0,0,0.0,0,0,0,0,0,0
21034,708,"Acacias, Madrid",102.0,4,2.0,0.0,Embajadores,359000,3520,1,0,0.0,1,0,0,0,0,0
21035,707,"Legazpi, Madrid",334.0,3,2.0,0.0,"Calle del Teniente Coronel Noreña, 53",799000,2392,0,0,0.0,1,0,0,1,0,1
21036,706,"Palos de Moguer, Madrid",132.0,4,2.0,0.0,Calle de Canarias,535000,4053,0,0,0.0,0,0,1,0,0,1
21037,705,"Imperial, Madrid",135.0,3,2.0,0.0,Ronda de Segovia,720000,5333,0,0,1999.0,1,0,1,1,1,1
21038,704,"Legazpi, Madrid",138.0,4,2.0,0.0,Calle Puerto de la Cruz Verde,579000,4196,0,0,1992.0,1,0,1,1,0,0
21039,703,"Imperial, Madrid",136.0,4,2.0,0.0,Paseo de la Virgen del Puerto,515000,3787,0,0,0.0,1,0,0,1,0,1
21040,702,"Legazpi, Madrid",100.0,2,2.0,0.0,Calle de Embajadores,445000,4450,0,0,2003.0,1,0,1,1,0,1
21041,701,"Delicias, Madrid",185.0,2,2.0,0.0,Calle del Cobre,550000,2973,0,0,2009.0,1,0,1,1,0,1
21042,700,"Imperial, Madrid",113.0,4,2.0,0.0,Pizarra,340000,3009,1,0,0.0,1,0,0,1,0,0
21043,699,"Palos de Moguer, Madrid",84.0,3,1.0,0.0,Calle TARRAGONA,250000,2976,0,0,1935.0,0,0,0,0,0,0
21044,698,"Legazpi, Madrid",79.0,2,2.0,0.0,"Calle del Bronce, Madrid",395000,5000,0,0,0.0,1,0,1,0,0,0
21047,695,"Palos de Moguer, Madrid",65.0,2,1.0,0.0,Calle de Tarragona,199900,3075,0,0,0.0,0,0,0,0,0,0
21048,694,"Legazpi, Madrid",114.0,3,2.0,0.0,"Calle DEL PLOMO, 3",510000,4474,0,0,2002.0,1,0,1,0,0,1
21049,693,"Chopera, Madrid",73.0,2,1.0,0.0,Calle Aldea del Fresno,360000,4932,0,0,1980.0,1,0,0,1,0,0
21050,692,"Acacias, Madrid",82.0,3,1.0,0.0,Calle Soria,359000,4378,1,0,1950.0,0,0,0,0,0,0
21051,691,"Delicias, Madrid",58.0,1,1.0,0.0,Calle de Cáceres,180000,3103,0,0,1920.0,0,0,0,0,0,0
21052,690,"Delicias, Madrid",84.0,3,1.0,0.0,Plaza de la Beata María Ana de Jesús,262000,3119,1,0,0.0,1,0,0,0,0,0
21057,685,"Chopera, Madrid",53.0,2,1.0,0.0,Calle Guillermo de Osma,210000,3962,1,0,1925.0,1,0,0,0,0,0
21058,684,"Chopera, Madrid",97.0,2,2.0,0.0,Plaza de la Beata María Ana de Jesús,374000,3856,0,0,1933.0,1,0,0,0,0,0
21059,683,"Imperial, Madrid",75.0,2,2.0,0.0,Paseo de Juan Antonio Vallejo-Nájera Botas,340000,4533,0,0,1982.0,0,0,0,0,0,0
21060,682,"Imperial, Madrid",74.0,1,1.0,0.0,Calle manzanares,303400,4100,0,0,0.0,1,0,0,0,0,0
21061,681,"Imperial, Madrid",81.0,1,1.0,0.0,Calle Manzanares,332100,4100,0,0,0.0,1,0,0,0,0,0
21062,680,"Acacias, Madrid",83.0,3,1.0,0.0,Calle de Martín de Vargas,350000,4217,0,0,0.0,1,0,0,1,0,1
21066,676,"Delicias, Madrid",130.0,3,2.0,0.0,Calle del Ferrocarril,500000,3846,0,0,1970.0,1,0,0,1,0,1
21067,675,"Acacias, Madrid",64.0,1,1.0,0.0,Calle del Laurel,242100,3783,0,0,0.0,1,0,0,0,0,0
21068,674,"Acacias, Madrid",51.0,2,1.0,0.0,"Calle de Embajadores, 84",285000,5588,0,0,1915.0,1,0,0,0,1,0
21069,673,"Delicias, Madrid",110.0,3,2.0,0.0,Calle de Embajadores,450000,4091,0,0,1970.0,1,0,0,0,0,0
21070,672,"Chopera, Madrid",48.0,1,1.0,0.0,Paseo de la Chopera,108000,2250,0,0,0.0,0,0,0,0,0,0
21071,671,"Delicias, Madrid",88.0,2,2.0,0.0,"Calle Estrella Denébola, 19",364000,4136,0,0,2005.0,1,0,0,1,0,0
21072,670,"Chopera, Madrid",67.0,2,1.0,0.0,Calle Aldea del Fresno,212000,3164,0,0,0.0,1,0,0,0,0,0
21073,669,"Delicias, Madrid",54.0,2,1.0,0.0,Paseo de las Delicias,180000,3333,0,0,0.0,0,0,0,0,0,0
21074,668,"Legazpi, Madrid",93.0,2,2.0,0.0,Calle de Embajadores,398000,4280,0,0,0.0,0,0,1,0,0,1
21075,667,"Delicias, Madrid",174.0,3,2.0,0.0,"Calle del General Palanca, 32",452000,2598,1,0,1955.0,1,0,0,0,0,0
21076,666,"Chopera, Madrid",73.0,3,1.0,0.0,Calle ALDEA DEL FRESNO,275000,3767,0,0,1965.0,1,0,0,1,0,0
21077,665,"Delicias, Madrid",76.0,2,2.0,0.0,Paseo de las Delicias,275000,3618,0,0,0.0,0,0,0,0,0,0
21078,664,"Imperial, Madrid",52.0,0,1.0,0.0,Calle de Toledo,227000,4365,0,0,1982.0,1,0,1,1,0,0
21079,663,"Acacias, Madrid",135.0,3,2.0,0.0,"ARGANDA, 4",449000,3326,0,0,1981.0,1,0,0,1,0,0
21080,662,"Acacias, Madrid",95.0,3,2.0,0.0,Calle de Martín de Vargas,425000,4474,0,0,1976.0,1,0,0,0,0,0
21081,661,"Acacias, Madrid",106.0,2,2.0,0.0,Paseo de Santa María de la Cabeza,350000,3302,0,0,0.0,0,0,0,0,0,0
21082,660,"Palos de Moguer, Madrid",86.0,2,2.0,0.0,Paseo de Santa María de la Cabeza,599000,6965,0,0,2007.0,1,0,1,1,0,1
21083,659,"Acacias, Madrid",150.0,4,2.0,0.0,Toledo,627000,4180,0,0,1970.0,1,0,0,1,0,1
21084,658,"Imperial, Madrid",49.0,1,1.0,0.0,"Calle San Epifanio, 9",315000,6429,0,1,0.0,1,0,1,1,0,1
21085,657,"Acacias, Madrid",107.0,3,2.0,0.0,Paseo de los Olmos,514000,4804,0,0,1974.0,1,0,1,1,0,0
21086,656,"Imperial, Madrid",117.0,3,2.0,0.0,"Calle San Epifanio, 9",647000,5530,0,1,0.0,1,0,1,1,1,1
21089,653,"Imperial, Madrid",30.0,1,1.0,0.0,Calle Mazarredo,150800,5027,0,0,0.0,1,0,0,1,0,0
21090,652,"Acacias, Madrid",82.0,2,1.0,0.0,Calle de Martín de Vargas,370000,4512,0,0,1930.0,1,0,0,0,0,0
21091,651,"Palos de Moguer, Madrid",56.0,2,1.0,0.0,Calle de Embajadores,315000,5625,0,0,1970.0,0,0,0,0,0,0
21092,650,"Palos de Moguer, Madrid",64.0,1,1.0,0.0,Calle Alonso del Barco,239000,3734,1,0,1978.0,0,0,0,1,0,0
21093,649,"Delicias, Madrid",165.0,3,2.0,0.0,Calle de las Nebulosas,680000,4121,0,0,2014.0,1,0,1,1,0,1
21094,648,"Legazpi, Madrid",128.0,3,2.0,0.0,Calle de Embajadores,675000,5273,0,0,2006.0,1,0,1,1,0,1
21095,647,"Legazpi, Madrid",47.0,1,1.0,0.0,Calle de Sodio,295000,6277,0,0,2005.0,1,0,1,0,0,1
21096,646,"Imperial, Madrid",48.0,1,1.0,0.0,Calle de Toledo,230000,4792,0,0,1930.0,0,0,0,0,0,0
21097,645,"Chopera, Madrid",102.0,3,2.0,0.0,"Calle Cáceres, Madrid",360000,3529,0,0,1967.0,1,0,0,1,0,0
21098,644,"Legazpi, Madrid",156.0,4,3.0,0.0,Calle Eros,600000,3846,0,0,2005.0,1,0,1,0,0,1
21099,643,"Delicias, Madrid",90.0,3,1.0,0.0,Paseo DE LAS DELICIAS,378000,4200,1,0,1955.0,1,0,0,0,0,0
21100,642,"Palos de Moguer, Madrid",38.0,1,1.0,0.0,Paseo de Santa María de la Cabeza,192000,5053,0,0,1929.0,0,0,0,0,0,0
21101,641,"Legazpi, Madrid",45.0,1,1.0,0.0,Calle de Sodio,285000,6333,0,0,2005.0,1,0,1,0,0,0
21102,640,"Chopera, Madrid",111.0,4,2.0,0.0,Calle de Embajadores,370000,3333,0,0,0.0,1,0,0,1,0,1
21103,639,"Chopera, Madrid",107.0,4,2.0,0.0,Calle de Eugenio Sellés,399000,3729,0,0,1975.0,1,0,0,1,0,1
21104,638,"Delicias, Madrid",126.0,3,3.0,0.0,Calle del Cobre,425000,3373,0,0,0.0,1,0,1,1,0,1
21105,637,"Legazpi, Madrid",131.0,2,2.0,0.0,Calle de la Antracita,455000,3473,0,0,0.0,1,0,1,0,0,1
21106,636,"Legazpi, Madrid",123.0,3,2.0,0.0,Paseo del Molino,440000,3577,0,0,1980.0,1,0,0,1,0,1
21107,635,"Chopera, Madrid",94.0,3,1.0,0.0,Paseo de Santa María de la Cabeza,399000,4245,1,0,1966.0,1,0,0,0,0,0
21109,633,"San Andrés, Madrid",114.0,4,2.0,0.0,Calle Huerta de Villaverde,257000,2254,0,0,1985.0,1,0,1,1,1,0
21111,631,"San Cristóbal, Madrid",70.0,3,1.0,0.0,Calle de Paterna,120000,1714,0,0,1970.0,1,0,0,1,0,0
21113,629,"Los Rosales, Madrid",264.0,8,3.0,0.0,Calle Leonor Góngora,495000,1875,0,0,1967.0,0,1,0,1,0,0
21115,627,"Santa Eugenia, Madrid",128.0,4,2.0,0.0,Avenida de Santa Eugenia,285000,2227,0,0,1988.0,1,0,0,0,0,1
21116,626,"Ensanche de Vallecas - La Gavia, Madrid",51.0,1,1.0,0.0,Calle del Puerto de Pozazal,135000,2647,0,0,0.0,1,0,1,0,0,1
21117,625,"Ensanche de Vallecas - La Gavia, Madrid",80.0,2,1.0,0.0,Calle Embalse de Navacerrada,189900,2374,0,0,2006.0,1,0,0,0,0,1
21118,624,"Casco Histórico de Vallecas, Madrid",82.0,3,1.0,0.0,Calle Santa María Salomé,150000,1829,0,0,1972.0,1,0,0,1,0,1
21120,622,"Ventilla-Almenara, Madrid",104.0,3,2.0,0.0,Plaza Norte,495000,4760,0,0,0.0,1,0,1,0,0,1
21121,621,"Cuatro Caminos, Madrid",170.0,4,3.0,0.0,Calle Reina Mercedes,825000,4853,0,0,0.0,1,0,0,0,0,1
21123,619,"12 de Octubre-Orcasur, Madrid",122.0,2,1.0,0.0,Calle del Doctor Tolosa Latour,145000,1189,0,0,2006.0,1,0,0,1,0,1
21124,618,"San Fermín, Madrid",111.0,3,2.0,0.0,Calle de La Silvina,239900,2161,0,0,1999.0,1,0,1,0,0,1
